Index page,"Oorspr. naam op de kaart/
Original name on the map","Tegenwoordige naam/
Present name","Soortnaam/
Category","Coördinaten/
Coordinates","Kaartvak/
Map grid square","Kaart/
Map","Pagina/
Page"
407,Lingalapilli,-,plaats/settlement,-,B1/2L,I-25a,p. 180
407,Lingam,-,-,-,B1L,I-25a,p. 180
407,Lingampalem,-,plaats/settlement,-,B1L,I-25a,p. 180
407,Lingcinfiu,Linqing,plaats/settlement,36-50N/115-41E,A2R,II-38,p. 364
407,Lingen,Lingga-archipel/Lingga Archipelago/Kepulauan Lingga,eilanden/islands,00-10S/104-35E,A1,II-1a,p. 234
407,Lingoetsy Goeroem,Lingoji Guda,plaats/settlement,17-21N/78-12E,A1L,I-25a,p. 180
407,Lingon,Lingga-archipel/Lingga Archipelago/Kepulauan Lingga,eilanden/islands,00-10S/104-35E,B3,I-2b,p. 44
407,"Linkan, R.",Ao Jiang,rivier/river,26-15N/119-38E,A2,II-34a,p. 352
407,"Linkan, R.",Ao Jiang,rivier/river,26-15N/119-38E,B1,II-36,p. 360
407,Linkian,Qingjiang?,plaats/settlement,28-03N/115-31E,A2,II-34a,p. 352
407,Linkianfu,Qingjiang?,plaats/settlement,28-03N/115-31E,A1L,II-38,p. 364
407,Linnee,Limah,plaats/settlement,25-56N/56-25E,B2RO,I-13c,p. 106
407,Linsmoors Eilandt,-,eiland/island,-,A1,I-26a,p. 198
407,"Lints Sandt, Pt. de",Karang Moearas/Muaras,kaap/cape,01-50N/119E,B2,II-1b,p. 236
407,Lioinbro,-,plaats/settlement,-,A1L,II-38,p. 364
407,Lipange,-,plaats/settlement,-,B2,II-11a,p. 292
407,Lippocasie,Lipoekasi/Lipukasi,plaats/settlement,04-28S/119-36E,B1,II-11a,p. 292
407,Lirramente,-,gebouw/building,06-55N/79-50E,B1,I-23e,p. 146
407,Lisabatto,Lisabata,plaats/settlement,02-52S/128-53E,A1,II-19,p. 314
407,Lissa,-,-,-,A1,II-19,p. 314
407,Lissan,-,plaats/settlement,-,B2,II-11a,p. 292
407,"Lisse, Po",Talise/Talisei,eiland/island,01-51N/125-04E,B2,II-30,p. 342
407,Lissebatta,Lisabata,plaats/settlement,02-52S/128-53E,A2,II-20,p. 316
407,Lissidi Lamma,-,-,03-20S/127-56E,B2RO,II-22,p. 320
407,Lissidy,Lessidi/Lesidi,plaats/settlement,03-20S/127-56E,A2,II-20,p. 316
407,Lissoe,-,plaats/settlement,-,B1,II-11a,p. 292
407,Lissoe,-,plaats/settlement,-,A1,II-11a,p. 292
407,"Liukan, R.",Ao Jiang,rivier/river,26-15N/119-38E,A2,II-1b,p. 236
407,Loa,Lowa/Loa,plaats/settlement,04-01S/120E,B1,II-11a,p. 292
407,Lobotobo Tarwe,Lewotobi,"plaats, zeestraat/settlement, strait",08-35S/122-50E,A2,II-14,p. 300
407,Locbay,Ta-chia Hsi,inham/inlet,24-20N/120-46E,B1,II-40a,p. 368
407,"Locjon, B.",Che-Ch’eng Po-ti,baai/bay,22-04N/120-41E,B1,II-40a,p. 368
407,Lockij,Loki,plaats/settlement,03-17S/128-03E,B3RO,II-22,p. 320
407,Locky,Loki,plaats/settlement,03-17S/128-03E,B3RO,II-22,p. 320
407,"Lodja, H.",-,kaap/cape,-,B3,II-2i,p. 248
407,Loeady,-,plaats/settlement,-,B2,II-17b,p. 306
407,Loebanaar,Lohboner,plaats/settlement,06-24S/108-16E,A3,II-4a,p. 264
407,Loebanaar,Lohboner,plaats/settlement,06-24S/108-16E,A3,II-4a,p. 264
407,Loecadiang,-,plaats/settlement,-,B2,II-6,p. 284
407,"Loedaja, t District",Lodojo/Lodoyo,landstreek/region,08-09-30S/112-13E,B3,II-2b,p. 240
407,Loehoe,Loehoe/Luhu,eiland/island,03-17S/127-36E,A1,II-20,p. 316
407,Loehoe,Loehoe/Luhu,plaats/settlement,03-22S/127-58E,A1,II-19,p. 314
407,Loehoe,Loehoe/Luhu,eiland/island,03-17S/127-36E,A1,II-19,p. 314
407,Loeloeken,Loeka/Luka,plaats/settlement,08-58S/126-17E,A3,II-12,p. 296
407,Loeloetang,Iloloeta/Iloluta,eiland/island,00-24N/121-25E,A2,II-17d,p. 310
407,Loemahela,-,-,-,A2,II-20,p. 316
407,Loerango,Pakolor,eiland/island,00-58N/124-58E,B2,II-30,p. 342
407,"Loerie H., De",Tg. Remdi/Dehiglia,kaap/cape,00-19N/128-33E,B2,II-28,p. 338
407,Loetoe,Kloetoek/Klutuk,plaats/settlement,06-48S/111-52E,B3,II-2i,p. 248
407,Logokassi,Legok,plaats/settlement,06-25S/108-17E,A3,II-4a,p. 264
407,Logory Legemagoly,Sidangoli,plaats/settlement,00-53N/127-30E,B3,II-30,p. 342
407,Lohion,-,-,-,B2,II-28,p. 338
407,Lohya,Lokea/Lohia,plaats/settlement,04-53S/122-44E,B2,II-17b,p. 306
407,Lokai,-,plaats/settlement,-,B1L,II-38,p. 364
407,Lola,-,-,03-06S/126-18E,A1,II-20,p. 316
407,Loleb,-,-,01-20N/128-08E,A2,II-28,p. 338
407,"Lolobato, Bocht",Baai van Wasile/Teluk Waisile,baai/bay,01-11N/128-07E,A2,II-28,p. 338
407,"Lolobato, De Hoek van",Tg. Lolobata,kaap/cape,01-14N/128-05E,A2,II-28,p. 338
407,Lolobato,Lolobato,plaats/settlement,01-15N/128-07E,A2,II-28,p. 338
407,Loloda,Loloda/Laloda,plaats/settlement,01-40N/127-34E,B3,II-30,p. 342
407,Lolombo,Groot Salemboe/Masalembu Besar,eiland/island,05-33S/114-29E,B1,II-10,p. 290
407,Loly,-,plaats/settlement,-,B2,II-12,p. 296
407,Lomang,Obit/Lomang,eiland/island,00-38S/127-22E,B2,II-28,p. 338
407,Lombasso,Lomblen/Kawoela/Kawula,eiland/island,08-25S/123-30E,A2,II-1a,p. 234
407,Lombatto,Lomblen/Kawoela/Kawula,eiland/island,08-25S/123-30E,A3,II-14,p. 300
407,Lombem,Lomblen/Kawoela/Kawula,eiland/island,08-25S/123-30E,A2,II-12,p. 296
407,Lombo,-,plaats/settlement,-,A2,II-10,p. 290
407,Lombo,Lembee/Lembeh/Lembah,eiland/island,01-27N/125-15E,B2,II-30,p. 342
407,Lomboang,-,-,-,B1LO,II-17c,p. 308
407,Lomboc,Lombok,eiland/island,08-30S/116-25E,B2,II-10,p. 290
407,Lomboc,Lombok,eiland/island,08-30S/116-25E,B3,I-1,p. 40
407,"Lomboc, Straat",Straat Lombok/Lombok Strait/Selat Lombok,zeestraat/strait,08-30S/115-50E,A1/2,II-1a,p. 234
407,Lombok,Lombok,eiland/island,08-30S/116-25E,A1,II-18,p. 312
407,Lombok,Lombok,eiland/island,08-30S/116-25E,A2,II-1a,p. 234
407,Lomboly,-,eiland/island,-,A1,II-17d,p. 310
407,Lomo,Loemoe/Lumu,plaats/settlement,02-12S/119-09E,A2,II-10,p. 290
407,Lompo,Dewakang Besar,eiland/island,05-25S/118-25E,B2,II-10,p. 290
407,Lompo,Lompo,rivier/river,01-20S/100-34E,B3,I-34,p. 214
407,Londenbosch,-,bos/forest,-,A1,I-5b,p. 54
407,Londran,Londrang,plaats/settlement,01-21S/103-53E,B2/3R,I-39a,p. 226
407,"Longa, De Hoek van",Tg. Wai Waroe/Waru,kaap/cape,08-55S/120-55E,A2,II-14,p. 300
407,Longetang,-,plaats/settlement,-,B2,II-11a,p. 292
407,Lonkie,-,plaats/settlement,-,A2R,II-38,p. 364
407,Lonong,-,plaats/settlement,-,B1,II-11a,p. 292
407,Lonra,-,plaats/settlement,-,B2,II-11a,p. 292
407,Lonroe,-,plaats/settlement,-,B3,II-11a,p. 292
407,Lonrong,-,plaats/settlement,-,A2,II-11a,p. 292
407,Lontar,Lontar,plaats/settlement,05-57S/106-17E,02-A2,II-2f,p. 242
407,Lontarang,-,plaats/settlement,-,B3,II-11a,p. 292
407,Lontoir,Lontor/Lontar,plaats/settlement,04-33S/129-55E,A1/2,II-26d,p. 334
407,Loocq.,Loewoek/Luwuk,plaats/settlement,00-57S/122-48E,A1LB,II-17c,p. 308
407,Loofnateyn,-,-,-,B3RO,II-34c,p. 356
407,Looka,-,plaats/settlement,-,B1,II-11a,p. 292
407,Looki,Loki,plaats/settlement,03-17S/128-03E,A2,II-20,p. 316
407,"Loqui, I.",-,eiland/island,-,B1,II-40a,p. 368
407,Losoasa,-,-,-,B1LO,II-17c,p. 308
407,Lossan of Lobheyn,Lebalehoe/Lebalehu,plaats/settlement,03-37S/128-00E,A2,II-20,p. 316
407,Lossarang,Losarang,plaats/settlement,06-25S/108-10E,A2,II-4a,p. 264
407,"Lossary, H.",Tg. Losari,kaap/cape,06-47S/108-51E,B2,II-2i,p. 248
407,"Lossary, Negery",Losari,plaats/settlement,06-51S/108-49E,B2,II-2i,p. 248
407,"Lossary, R.",Tjisanggaroeng/Cisanggarung,rivier/river,06-47S/108-51E,B2,II-2i,p. 250
407,Loty,Leti,eiland/island,08-12S/127-41E,B1,II-19,p. 314
407,Lou Riv.,Mekong,rivier/river,11-38N/104-56E,B1,II-1b,p. 236
407,Lou Rivier,Mekong,rivier/river,11-38N/104-56E,A2,II-8,p. 288
407,Loucy Sago,Loewoeksago/Luwuksago,plaats/settlement,01-17S/123-27E,A1LB,II-17c,p. 308
407,"Louda, Oetj.",Tg. Tedoe Itsjoe/Tedu Icu,kaap/cape,00-37N/97-54E,A2,I-34,p. 214
407,"Lourens, S.",Su-Ao-Kang,baai/bay,24-36N/121-51E,B1,II-40a,p. 368
407,"Lout, Po",Laoet Ketjil-eilanden/Kepulauan Laut Kecil,eilanden/islands,04-45S/115-45E,B2,II-10,p. 290
407,"Lout, Po.",Poelau Laoet/Pulau Laut,eiland/island,03-40S/116-10E,A2,II-10,p. 290
407,Louuoue,Narendry Passage/Baie de Narendry,baai/bay,14-55S/47-30E,B1,I-9,p. 78
407,Louwang,Laboehan/Labuhan,plaats/settlement,06-22-30S/105-50E,A1,II-2a,p. 238
407,Louwangh,Laboehan/Labuhan,plaats/settlement,06-22-30S/105-50E,A1,II-2b,p. 240
407,Louwangsh,-,plaats/settlement,06-22-30S/105-50E,B3,I-37,p. 222
407,Louwee,-,plaats/settlement,-,A2,I-30,p. 210
407,"Love, Oedjong",-,plaats/settlement,-,B3,II-11a,p. 292
407,"Loven,Tanjong",-,kaap/cape,-,B2,II-18,p. 312
407,Lowan,Li-chia Hsi,rivier/river,22-42N/121-06E,B3,II-34a,p. 352
407,Lowan,Loeang/Luang,eiland/island,08-10S/128-41E,B1,II-19,p. 314
407,"Lowie, Negery",-,plaats/settlement,-,A1,II-46b,p. 390
407,Lowiegedee,Leuwigede,plaats/settlement,06-25S/108-16E,A3,II-4a,p. 264
407,"Lowoe, Negery",<Tg. Lewili>,kaap/cape,00-25S/128-04E,A1,II-46a,p. 388
407,Lowoek,Loewoek/Luwuk,plaats/settlement,00-57S/122-48E,A2,II-17b,p. 306
407,"Lowok, Negery",Loewoek/Luwuk,plaats/settlement,00-57S/122-48E,B3,II-17d,p. 310
407,Lubok,Bawean,eiland/island,05-47S/112-40E,A1,II-1a,p. 234
407,Lucaprihi,Lucipara-eilanden/Kepulauan Lucipara/Maisel,eilanden/islands,05-30S/127-30E,A2,II-1a,p. 234
407,Lucon,Luzon,eiland/island,14N/122E,B2,II-31,p. 344
407,Luconia,Luzon,eiland/island,14N/122E,A2,II-1b,p. 236
407,Luconia,Luzon,eiland/island,14N/122E,A3,I-1,p. 40
407,"Luhoe, Redout","<Loehoe, Ceram/Luhu, Seran>",fort/fortress,03-22S/127-58E,B3RO,II-22,p. 320
407,"Luhoe, Out",-,plaats/settlement,-,B3RO,II-22,p. 320
407,Lujoma,-,plaats/settlement,-,A3,II-12,p. 296
407,Lumaluio,-,-,-,A2,II-20,p. 316
407,Lumapen,-,plaats/settlement,-,B3,II-12,p. 296
407,Lumbocko,-,plaats/settlement,03-51S/130-49E,A2RB,II-22,p. 320
407,Lusapinu,Lucipara-eilanden/Kepulauan Lucipara/Maisel,eilanden/islands,05-30S/127-30E,A1,II-19,p. 314
407,Lussoa,Lieh Hsu/Xiaojinmen Dao,eiland/island,24-25N/118-14E,B3RO,II-34c,p. 356
407,"Lutarady, t Eylt.",Oenteloeë/Untelue,eiland/island,08-23S/121E,A2,II-12,p. 296
407,Lybang,Lipang,eiland/island,03-55N/125-23E,B2,II-30,p. 342
407,Lydajoe,Sidajoelawas/Sedayu Lawas,plaats/settlement,06-52S/112-17E,B3,II-2i,p. 248
407,Lyma,Limah,plaats/settlement,25-56N/56-25E,A1L,I-13c,p. 106
407,"Lyn, Cabo v der",Cape Pellew,kaap/cape,15-30S/136-53E,B3,II-1a,p. 234
407,"Lyns Eylt,Van der",Groote Eylandt,eiland/island,14S/136-40E,B3,I-1,p. 40
407,Lysters riff,Westbank/-,ondiepte/shoals,04-01S/122-52E,B2,II-17b,p. 306
407,Maaijoer,Oppilan,plaats/settlement,09-07N/78-30E,B2,I-23c,p. 142
407,Maallan,Malang,plaats/settlement,07-59S/112-37E,B3,II-5a,p. 272
407,"Maanges, Tanj. of Tafel Hoec",Tg. Menangis,kaap/cape,08-24S/117-26E,A1/A2,II-18,p. 312
407,Maar,-,eiland/island,-,A2,II-19,p. 314
407,"Maär, De Eylanden","<Kifar, Kidang, Noekoes/Nukus, Grogoes/Grogus, Koön/Koon>",eilanden/islands,03-55S/131-05E,B3,II-20,p. 316
407,Maare,-,plaats/settlement,-,B2,II-11a,p. 292
407,Maasjaar,-,plaats/settlement,-,A2/3,I-23r,p. 170
407,"Maatzuyker, R.",-,rivier/river,-,B3,II-1a,p. 234
407,Maba,ZO/SE Halmahera,schiereiland/peninsula,00-30N/128-30E,A2,II-1a,p. 234
407,"Maba, Cust van",Maba,landstreek/region,00-30N/128-20E,A1,II-46a,p. 388
407,"Maba, Cust van",Maba,landstreek/region,00-30N/128-20E,A1,II-46b,p. 390
407,"Maba, Land van",Maba,landstreek/region,00-30N/128-20E,A2,II-28,p. 338
407,"Maba, Negery",Maba,plaats/settlement,00-41N/128-16E,A2,II-28,p. 338
407,"Maba, t Eyland",Mobon,eiland/island,00-42N/128-17-30E,A1,II-46b,p. 390
407,"Maba, t Eylt.",Mobon,eiland/island,00-42N/128-17-30E,A1,II-46a,p. 388
407,Mabelbare,-,plaats/settlement,-,B1,I-23b,p. 140
407,"Maboat-Kitjil, Po.",Mamboeat-Ketjil/Mambuat Kecil,eiland/island,00-36S/127-23E,B2,II-28,p. 338
407,Mabora,Marbora,plaats/settlement,00-47S/119-52E,A2,II-10,p. 290
407,Maboy,<Bobot>,rivier/river,03-23S/130E,A2,II-20,p. 316
407,Macao,Macao/Macau/Aomen,plaats/settlement,22-12N/113-33E,A1,II-1b,p. 236
407,"Macao, De Stadt",Macao/Macau/Aomen,plaats/settlement,22-12N/113-33E,A3,II-33a,p. 348
407,"Macao, Isla de",Aomen Tao,eiland/island,22-15N/113-30E,B1,II-34a,p. 352
407,Macassar,Makassar,plaats/settlement,05-08S/119-25E,A2,II-1a,p. 234
407,Macassars Rivier,Komoro?,rivier/river,08-33S/125-32E,A3,II-12,p. 296
407,Macasser,-,plaats/settlement,-,B1,II-11a,p. 292
407,Macasser,-,landstreek/region,-,B2/3,II-10,p. 290
407,Macasser,Makassar,plaats/settlement,05-08S/119-25E,B3,I-1,p. 40
407,Macassers R.,Komoro,rivier/river,08-33S/125-32E,B1,II-19,p. 314
407,Macassers Spruyt,Koembang/Kumbang,rivier/river,02-54S/104-54E,B1L,I-39a,p. 226
407,"Macau, De Stad",Macao/Macau/Aomen,plaats/settlement,22-12N/113-33E,B2,II-34b,p. 354
407,Maccamangon,-,plaats/settlement,-,B3,II-2i,p. 248
407,Maccao,Macao/Macau/Aomen,plaats/settlement,22-12N/113-33E,B1LO,II-34c,p. 356
407,"Maccao, De haven van",Macao/Macau/Aomen,plaats/settlement,22-12N/113-33E,B1LO,II-34c,p. 356
407,"Maccao, De Stad",Macao/Macau/Aomen,plaats/settlement,22-12N/113-33E,B1,II-34a,p. 352
407,"Maccao, De Stad",Macao/Macau/Aomen,plaats/settlement,22-12N/113-33E,A2LB,II-34c,p. 356
407,"Maccao, Isla de",Aomen Tao,eiland/island,22-15N/113-30E,A3,II-33a,p. 348
407,"Macera, I. De",Masirah,eiland/island,20-24N/58-47E,A1,I-1,p. 40
407,"Macera, I. do",Masirah,eiland/island,20-24N/58-47E,B3,I-2a,p. 42
407,Macham,-,plaats/settlement,-,B1,II-40a,p. 368
407,Machand,-,plaats/settlement,-,A1L,II-38,p. 364
407,"Machicores, t Land van",-,landstreek/region,-,B3,I-9,p. 78
407,"Machu, La",-,plaats/settlement,-,B3R,II-38,p. 364
407,"Mack, R. de",Mayu River,rivier/river,20-12N/92-44E,B3,I-26b,p. 200
407,"Mack, R. de",Mayu River,rivier/river,20-12N/92-44E,A2,I-26a,p. 198
407,Mackana,-,plaats/settlement,-,B3,II-11a,p. 292
407,Mackelang,Mae Nam Mae Klong,rivier/river,13-21N/100E,A1,II-8,p. 288
407,Mackoer,Terku Mukkaiyur,plaats/settlement,09-07N/78-29E,A1L,I-23u,p. 176
407,Mackoere,-,plaats/settlement,-,B2,II-11a,p. 292
407,Macoene,Maggona,plaats/settlement,06-30N/79-59E,B2,I-23a,p. 138
407,Macqian,Makian,eiland/island,00-20N/127-25E,B2,II-28,p. 338
407,Macqui,Makian,eiland/island,00-20N/127-25E,A3,I-1,p. 40
407,Macquian,Makian,eiland/island,00-20N/127-25E,B2,II-31,p. 344
407,Macquian,Makian,eiland/island,00-20N/127-25E,A2,II-1a,p. 234
407,Macuria del Rij,-,-,-,A3,I-31,p. 212
407,Madagal,Mathagal,plaats/settlement,09-46N/79-57E,A1,I-23r,p. 170
407,Madagascar,Madagascar,eiland/island,20S/47E,A/B3,I-8b,p. 66
407,Madagascar,Madagascar,eiland/island,20S/47E,A/B3,I-8c,p. 68
407,Madagascar,Madagascar,eiland/island,20S/47E,B3,I-8e,p. 72
407,Madagascar,Madagascar,eiland/island,20S/47E,B1,I-1,p. 40
407,Madagascar,Madagascar,eiland/island,20S/47E,A1/B1-B2,I-2a,p. 42
407,Madain,-,plaats/settlement,-,B2,II-11a,p. 292
407,Madaja,-,plaats/settlement,02-57S/118-48E,A2,II-10,p. 290
407,Madalin,-,plaats/settlement,-,A1,II-6,p. 284
407,Madalyn,-,plaats/settlement,-,B3,II-2i,p. 248
407,Madampe,Madampeagama,plaats/settlement,06-13N/80-03E,B2,I-23a,p. 138
407,Madange,-,-,-,A1L,I-23u,p. 176
407,Maddana,-,plaats/settlement,-,B2,I-23a,p. 138
407,"Maddecadde, t Landschap",<Sangamankanda>,berg en kaap/mountain and cape,07-01N/81-50E,B1L,I-23d,p. 144
407,Madeele,Mandalle,plaats/settlement,04-33S/119-35E,A2,II-10,p. 290
407,Madian,-,rivier/river,-,A1,II-6,p. 284
407,"Madiapaid, De Vesting",-,fort/fortress,-,D2,II-5d,p. 278
407,Madiho,Idamdehe,plaats/settlement,01-05-30N/127-24-30E,A2,II-28,p. 338
407,Madioli,Mandioli,eiland/island,00-45S/127-15E,A2,II-1a,p. 234
407,Madion,Madioen/Madiun,plaats/settlement,07-37S/111-30E,B2,II-5a,p. 272
407,Madipoor,Madhavpur,plaats/settlement,21-15N/69-57E,B2L,I-15,p. 112
407,Madipoor,Madhavpur,plaats/settlement,21-15N/69-57E,A1,I-2b,p. 44
407,"Madjabon, Songi",<Medjaboeng/Mejabung>,plaats/settlement,06-51S/109-09E,B2,II-2i,p. 248
407,Madjaja,-,rivier/river,-,B3,II-2i,p. 248
407,Madjapait,Modjopahit/Mojopahit,plaats/settlement,07-34S/112-24E,B3,II-5a,p. 272
408,Madock,-,kaap/cape,-,A1LB,II-17c,p. 308
408,"Madoera, De Straat",Straat Madoera/Madura Strait/Selat Madura,zeestraat/strait,07-30S/113-30E,B3,II-2a,p. 238
408,"Madoera, De Straat",Straat Madoera/Madura Strait/Selat Madura,zeestraat/strait,07-30S/113-30E,A3,II-2b,p. 240
408,"Madoero, Negery",Madoera/Madura,plaats/settlement,07-19S/108-39E,B3,II-4b,p. 266
408,Madoma,-,plaats/settlement,-,A2,II-17a,p. 304
408,Madraspatn,Madras/Chennai,plaats/settlement,13-04N/80-16E,A2,I-2b,p. 44
408,Madraspatna,Madras/Chennai,plaats/settlement,13-04N/80-16E,A2,I-21,p. 124
408,Madraspatnam,Madras/Chennai,plaats/settlement,13-04N/80-16E,B1L,I-24,p. 178
408,Madura,Madoera/Madura,eiland/island,07S/113-20E,B3,II-2i,p. 248
408,Madura,Madoera/Madura,eiland/island,07S/113-20E,A2,II-6,p. 284
408,Madura,Madoera/Madura,eiland/island,07S/113-20E,A3,II-2a,p. 238
408,Madura,Madoera/Madura,eiland/island,07S/113-20E,A3,II-2b,p. 240
408,Madura,Madoera/Madura,eiland/island,07S/113-20E,A/B3,II-5a,p. 272
408,Madura,Madoera/Madura,eiland/island,07S/113-20E,B3,I-1,p. 40
408,Madura,Madoera/Madura,eiland/island,07S/113-20E,A1,II-1a,p. 234
408,"Madura, De Straat",Straat Madoera/Madura Strait/Selat Madura,zeestraat/strait,07-30S/113-30E,B2,II-6,p. 284
408,"Madura, Oost Hoek van",Tg. Lapak,kaap/cape,06-58S/114-07E,A3,II-6,p. 284
408,"Madura, Straat",Straat Madoera/Madura Strait/Selat Madura,zeestraat/strait,07-30S/113-30E,A1,II-1a,p. 234
408,"Madura, Zuidoost Hoek van",Tg. Sarotak,kaap/cape,07-06S/114-03E,A3,II-6,p. 284
408,Madureeze Zeehavens,<kustgebied van/coastal area of Madurai>,kust/coast,08-10N/77-50E,B1,I-23c,p. 142
408,"Mady, Groot Po.",Pamoedjan Besar/Pamujan Besar,eiland/island,05-56S/106-13E,B1,II-2g,p. 244
408,"Mady, Groot Po.",Pamoedjan Besar/Pamujan Besar,eiland/island,05-56S/106-13E,02-A2/B3,II-2f,p. 242
408,"Mady, Klein Po.",Pamoedjan Ketjil/Pamujan Kecil,eiland/island,05-57S/106-12E,B1,II-2g,p. 244
408,"Mady, Klijn Po.",Pamoedjan Ketjil/Pamujan Kecil,eiland/island,05-57S/106-12E,02-A3,II-2f,p. 242
408,Maekelang,Mae Nam Mae Klong,rivier/river,13-21N/100E,B1,II-1b,p. 236
408,"Maetsiang, Songi",-,plaats/settlement,-,B2,II-2i,p. 248
408,Maffa,Mafa,plaats/settlement,00-03N/127-53-30E,B2,II-28,p. 338
408,"Maffe, Negery",Mafa,plaats/settlement,00-03N/127-53-30E,A1,II-46a,p. 388
408,"Maffe, Negery",Mafa,plaats/settlement,00-03N/127-53-30E,A1,II-46b,p. 390
408,Magadoxa,Mogadishu,plaats/settlement,02-02N/45-20E,A3,I-8f,p. 74
408,Magadoxa,Mogadishu,plaats/settlement,02-02N/45-20E,B1L,I-8g,p. 76
408,Magadoxa,Mogadishu,landstreek/region,02-30N/45E,A1,I-1,p. 40
408,Magadoxa,Mogadishu,plaats/settlement,02-02N/45-20E,A1,I-1,p. 40
408,Magadoxa,Mogadishu,landstreek/region,02-30N/45E,A2,I-2a,p. 42
408,Magadoxa,Mogadishu,plaats/settlement,02-02N/45-20E,B2,I-2a,p. 42
408,Magamanientive,Valai Tivu,eiland/island,09-10N/78-57E,B2,I-23c,p. 142
408,Magewannidive,Valai Tivu,eiland/island,09-10N/78-57E,A1L,I-23u,p. 176
408,Maggan,Mengo,plaats/settlement,06-40S/108-12E,A3,II-4a,p. 264
408,Magistri,-,plaats/settlement,-,B2,II-11a,p. 292
408,Maglikana,-,plaats/settlement,-,B3,II-11a,p. 292
408,Mago,-,eiland/island,-,B2,I-23a,p. 138
408,Mahafale,-,landstreek/region,-,B3,I-9,p. 78
408,Mahagamme,Magama,versterkte/fortified post,06-13N/81-18E,B1,I-23b,p. 140
408,Mahaon,Maug Islands?,eilanden/islands,20N/145-14E,B3,II-31,p. 344
408,Mahaon,Maug Islands?,eilanden/islands,20N/145-14E,B3,II-1b,p. 236
408,Mahaonhale,-,plaats/settlement,-,B2,I-23a,p. 138
408,Mahawatta,Maligawatta,wijk/town district,06-56N/79-52E,A2,I-23e,p. 146
408,"Mahe, D.",-,plaats/settlement,-,B3,I-9,p. 78
408,"Mahoat Bassar, Po.",Mamboeat/Mambuat,eiland/island,00-36S/127-23E,B2,II-28,p. 338
408,"Mahosanae, Dia",-,plaats/settlement,-,B3,I-9,p. 78
408,Maiba,-,-,-,B1,I-2a,p. 42
408,Maimolulou,-,plaats/settlement,-,B1LO,II-17c,p. 308
408,Maja Poi,-,plaats/settlement,-,A1L,I-38,p. 224
408,Majaeene,Madjene/Majene,plaats/settlement,03-32S/119E,A2,II-10,p. 290
408,Majampe,-,plaats/settlement,-,A3,II-11a,p. 292
408,Majampoe,Manjampak,plaats/settlement,05-30S/120-19E,A3,II-11a,p. 292
408,Majang,Madjang/Majang,plaats/settlement,04-33S/120-17E,A1,II-11a,p. 292
408,Majanna,-,plaats/settlement,-,B3,II-11a,p. 292
408,Majanpa,-,plaats/settlement,-,B2,II-11a,p. 292
408,Majedie,Maidi,plaats/settlement,00-08N/127-42E,B2,II-28,p. 338
408,Majeme,-,plaats/settlement,-,B2,II-11a,p. 292
408,Majetta,Mayotte,eiland/island,12-50S/45-08E,B1,I-1,p. 40
408,Majon Gat,-,rivier/river,-,A2,II-34b,p. 354
408,Majongh,-,plaats/settlement,-,A3,II-5a,p. 272
408,Majossima,Muino Shima,eiland/island,41-43N/141-02E,A3,II-40b,p. 370
408,Majotta,Mayotte,eiland/island,12-50S/45-08E,B2,I-2a,p. 42
408,Makandure,Makandura,plaats/settlement,07-19N/79-58E,B2,I-23a,p. 138
408,"Makeer, Fl.",-,rivier/river,-,A/B1L,I-25a,p. 180
408,Makelere,Makalehi,eiland/island,02-44N/125-10E,B2,II-30,p. 342
408,Makreels Hoek,Tg. Belanda,kaap/cape,02-14N/100-43E,A1L,I-40,p. 230
408,Mal Fortuyn,-,-,-,A1,II-1a,p. 234
408,"Mala, Po.",-,eiland/island,-,B2RO,II-22,p. 320
408,Malabaar,Malabarkust/Malabar Coast/Kerala,landstreek/region,12N/75-20E,A1,I-23a,p. 138
408,Malabaar,Malabarkust/Malabar Coast/Kerala,landstreek/region,12N/75-20E,A1/2/B1/2,I-21,p. 124
408,Malabar,Malabarkust/Malabar Coast/Kerala,landstreek/region,12N/75-20E,B3R,I-15,p. 112
408,Malabar,Malabarkust/Malabar Coast/Kerala,landstreek/region,12N/75-20E,A2,I-1,p. 40
408,Malabar,Malabarkust/Malabar Coast/Kerala,landstreek/region,12N/75-20E,A1/2,I-2b,p. 44
408,Malacca,Malakka/Malacca/Melaka,plaats/settlement,02-11N/102-14E,B1,II-1b,p. 236
408,Malacca,Malacca/Melaka,plaats/settlement,02-11N/102-14E,A2,I-1,p. 40
408,Malacca,Malakka/Malacca/Melaku,plaats/settlement,02-12N/102-15E,B3,I-2b,p. 44
408,Malacka,-,plaats/settlement,-,B2,II-11a,p. 292
408,Maladaria,-,plaats/settlement,-,B1LO,II-17c,p. 308
408,Malagam,Mallakam,plaats/settlement,09-45N/80-00E,A1,I-23r,p. 170
408,Malaitsiwoer,-,plaats/settlement,-,A2L,I-25a,p. 180
408,Malaja,Mladjah/Melajah,plaats/settlement,07-02S/112-43E,A1,II-6,p. 284
408,Malake,-,plaats/settlement,-,B3,II-11a,p. 292
408,Malapalem,-,plaats/settlement,-,A1L,I-25a,p. 180
408,Malapar,-,plaats/settlement,-,B1L,I-25a,p. 180
408,Malassur,Malasoro,plaats/settlement,05-39S/119-33E,B3,II-11a,p. 292
408,Malaya,Malakka/Malaya,landstreek/region,04N/102E,B3,I-2b,p. 44
408,"Malaya, Riv.",Kawa,rivier/river,03-19S/129-30E,A2,II-20,p. 316
